2.500000 0.200000 1.000000 -1.521929 0.008126 0.314672 0.055480
2.500000 0.200000 1.250000 -1.689576 0.032887 0.655845 0.056861
2.500000 0.200000 1.500000 -1.692748 0.009778 0.843862 0.217531
2.500000 0.200000 1.750000 -1.404489 0.029914 0.773001 0.150848
2.500000 0.900000 1.000000 -1.618336 0.011162 0.168333 0.026297
2.500000 0.900000 1.250000 -1.785336 0.035935 0.272803 0.023121
2.500000 0.900000 1.500000 -1.791199 0.027053 0.096846 0.032341
2.500000 0.900000 1.750000 -1.619562 0.027973 0.003996 0.000585
2.500000 2.000000 1.000000 -1.733303 0.023468 0.052743 0.006003
2.500000 2.000000 1.250000 -1.782041 0.026908 0.060453 0.017801
2.500000 2.000000 1.500000 -1.831627 0.039979 0.007157 0.001579
2.500000 2.000000 1.750000 -1.791316 0.032267 0.000748 0.000070
2.500000 6.000000 1.000000 -1.710873 0.050863 0.004305 0.001495
2.500000 6.000000 1.250000 -1.839677 0.016782 0.000915 0.000313
2.500000 6.000000 1.500000 -1.877912 0.034552 0.000087 0.000054
2.500000 6.000000 1.750000 -1.876464 0.016730 0.000030 0.000004
2.500000 10.000000 1.000000 -1.731047 0.050053 0.000953 0.000407
2.500000 10.000000 1.250000 -1.829223 0.022472 0.000163 0.000090
2.500000 10.000000 1.500000 -1.901122 0.015954 0.000006 0.000008
2.500000 10.000000 1.750000 -1.896921 0.024518 0.000009 0.000002
5.000000 0.200000 1.000000 -1.523262 0.051100 0.379383 0.075999
5.000000 0.200000 1.250000 -1.678296 0.032806 0.667649 0.119158
5.000000 0.200000 1.500000 -1.726064 0.033057 0.510953 0.151779
5.000000 0.200000 1.750000 -1.586065 0.026615 0.037177 0.003348
5.000000 0.900000 1.000000 -1.599906 0.027069 0.170765 0.014331
5.000000 0.900000 1.250000 -1.753743 0.042784 0.220436 0.074120
5.000000 0.900000 1.500000 -1.793596 0.016244 0.037696 0.005664
5.000000 0.900000 1.750000 -1.785069 0.008500 0.001433 0.000344
5.000000 2.000000 1.000000 -1.693770 0.053549 0.067528 0.013628
5.000000 2.000000 1.250000 -1.789317 0.033611 0.058679 0.007260
5.000000 2.000000 1.500000 -1.825834 0.036545 0.004483 0.001291
5.000000 2.000000 1.750000 -1.821824 0.019069 0.000492 0.000071
5.000000 6.000000 1.000000 -1.711839 0.028328 0.007901 0.001412
5.000000 6.000000 1.250000 -1.827540 0.016032 0.001616 0.000573
5.000000 6.000000 1.500000 -1.838927 0.022885 0.000241 0.000046
5.000000 6.000000 1.750000 -1.851664 0.025923 0.000019 0.000012
5.000000 10.000000 1.000000 -1.727005 0.023446 0.001836 0.000699
5.000000 10.000000 1.250000 -1.815231 0.034325 0.000496 0.000163
5.000000 10.000000 1.500000 -1.865427 0.013510 0.000026 0.000018
5.000000 10.000000 1.750000 -1.876706 0.025288 0.000012 0.000003
7.500000 0.200000 1.000000 -1.544934 0.041802 0.333575 0.076403
7.500000 0.200000 1.250000 -1.678641 0.027744 0.581062 0.107893
7.500000 0.200000 1.500000 -1.765958 0.024500 0.396861 0.106101
7.500000 0.200000 1.750000 -1.722379 0.029277 0.015791 0.005169
7.500000 0.900000 1.000000 -1.596011 0.022763 0.176977 0.039632
7.500000 0.900000 1.250000 -1.765807 0.027897 0.332500 0.072840
7.500000 0.900000 1.500000 -1.813730 0.024757 0.021366 0.006103
7.500000 0.900000 1.750000 -1.796263 0.034734 0.000803 0.000121
7.500000 2.000000 1.000000 -1.663660 0.026855 0.091551 0.018887
7.500000 2.000000 1.250000 -1.783726 0.030959 0.073245 0.016582
7.500000 2.000000 1.500000 -1.812838 0.016058 0.005953 0.001000
7.500000 2.000000 1.750000 -1.800390 0.018702 0.000287 0.000055
7.500000 6.000000 1.000000 -1.711671 0.020954 0.017466 0.002426
7.500000 6.000000 1.250000 -1.808001 0.024782 0.003888 0.000918
7.500000 6.000000 1.500000 -1.850028 0.041505 0.000291 0.000058
7.500000 6.000000 1.750000 -1.854622 0.008299 0.000042 0.000020
7.500000 10.000000 1.000000 -1.719180 0.055324 0.005659 0.001419
7.500000 10.000000 1.250000 -1.786840 0.029622 0.000743 0.000195
7.500000 10.000000 1.500000 -1.836609 0.012185 0.000063 0.000024
7.500000 10.000000 1.750000 -1.874052 0.017206 0.000016 0.000005
